1 1 2 -1.2 -87.4403 -86.9487 -85.4654
2 2 2 -1.2 -82.0461 -86.2387 -84.7695
3 3 1 2.4 -80.5023 -85.772 -84.943
4 4 2 -1.2 -80.1115 -86.5114 -86.3086
5 5 1 2.4 -75.2536 -86.6559 -85.0361
6 6 2 -1.2 -74.8953 -86.8984 -86.5158
7 7 2 -1.2 -75.1996 -85.0657 -84.766
8 8 2 -1.2 -65.4632 -85.3542 -86.2497
9 9 1 2.4 -65.0824 -85.664 -84.7083
10 10 2 -1.2 -52.6677 -85.5235 -86.3818
11 11 2 -1.2 -50.3193 -85.6645 -85.0396
12 12 1 2.4 -51.8977 -85.5518 -84.9221
13 13 1 2.4 -48.9999 -86.161 -85.785
14 14 2 -1.2 -48.9687 -85.2148 -87.105
15 15 2 -1.2 -47.6434 -85.8951 -85.009
16 16 2 -1.2 -45.0682 -86.5413 -85.6714
17 17 1 2.4 -46.1087 -85.5381 -84.7511
18 18 1 2.4 -43.8517 -87.5136 -86.1347
19 19 2 -1.2 -42.7039 -87.5044 -84.9954
20 20 2 -1.2 -39.4086 -84.8567 -86.795
21 21 2 -1.2 -13.5198 -85.541 -86.4537
22 22 1 2.4 -13.4058 -87.05 -86.9825
23 23 2 -1.2 -11.769 -87.3485 -86.8653
24 24 1 2.4 -10.2145 -87.182 -87.2617
25 25 2 -1.2 -9.3092 -86.2804 -86.2236
26 26 1 2.4 -7.89454 -85.8425 -85.6685
27 27 2 -1.2 -6.79939 -85.7386 -86.8589
28 28 1 2.4 -5.41435 -85.2822 -87.4561
29 29 2 -1.2 -4.57891 -84.7586 -86.1532
30 30 1 2.4 -1.00205 -85.8946 -85.6653
31 31 2 -1.2 -1.77879 -87.2356 -86.1514
32 32 2 -1.2 0.44131 -85.8596 -86.3372
33 33 1 2.4 1.47675 -85.0293 -87.1392
34 34 2 -1.2 14.2929 -85.2871 -85.9702
35 35 1 2.4 14.9224 -86.6821 -85.5852
36 36 2 -1.2 16.5347 -86.4164 -85.2553
37 37 2 -1.2 24.0888 -86.1041 -84.7827
38 38 2 -1.2 63.9217 -85.2003 -86.9341
39 39 1 2.4 65.1884 -86.0689 -86.2834
40 40 2 -1.2 64.7609 -86.5171 -84.7829
41 41 2 -1.2 65.5648 -87.2282 -87.2665
42 42 2 -1.2 66.3716 -85.036 -86.1993
43 43 2 -1.2 69.9573 -86.5872 -86.078
44 44 1 2.4 69.7197 -85.813 -87.5588
45 45 2 -1.2 71.9053 -85.0788 -85.4437
46 46 1 2.4 70.6971 -85.9566 -84.8246
47 47 2 -1.2 73.8716 -84.8374 -87.3442
48 48 1 2.4 77.9196 -84.8649 -86.3629
49 49 2 -1.2 76.5287 -85.2125 -87.1534
50 50 2 -1.2 78.2228 -85.865 -85.0952
51 51 2 -1.2 79.1109 -84.9837 -87.3838
52 52 2 -1.2 82.9636 -87.5714 -85.2359
53 53 2 -1.2 84.9288 -85.21 -86.5726
54 54 2 -1.2 -85.2548 -84.5165 -87.1749
55 55 1 2.4 -86.139 -83.442 -86.3212
56 56 2 -1.2 -85.3022 -82.1649 -85.8543
57 57 2 -1.2 -86.6651 -84.3775 -85.1489
58 58 2 -1.2 -87.3552 -82.9922 -87.354
59 59 2 -1.2 -81.6324 -81.8463 -84.9244
60 60 2 -1.2 -80.3496 -84.1905 -84.9393
61 61 1 2.4 -80.27 -82.6644 -85.3986
62 62 2 -1.2 -80.0601 -82.5733 -86.9878
63 63 2 -1.2 -78.9116 -81.9529 -84.8305
64 64 2 -1.2 -66.9442 -83.3597 -85.7122
